,state,target_variable,num_datapoints,model_embeddings,trial,val_MAE,test_MAE_BG,train_MAE_BG,val_MAE_BG
721,FL,Median Home Value,14074,RGNN,1,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
722,FL,Median Home Value,14074,RGNN,2,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
723,FL,Median Home Value,14074,RGNN,3,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
724,FL,Median Home Value,14074,RGNN,4,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
725,FL,Median Home Value,14074,RGNN,5,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
726,FL,Median Home Value,14074,RGNN,6,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
727,FL,Median Home Value,14074,RGNN,7,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
728,FL,Median Home Value,14074,RGNN,8,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
729,FL,Median Home Value,14074,RGNN,9,0.23447044475792453,0.22973554774134766,0.15235956823054747,0.24501302506843664
730,FL,Median Home Value,14074,Feat-LightGCN,0,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
731,FL,Median Home Value,14074,Feat-LightGCN,1,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
732,FL,Median Home Value,14074,Feat-LightGCN,2,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
733,FL,Median Home Value,14074,Feat-LightGCN,3,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
734,FL,Median Home Value,14074,Feat-LightGCN,4,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
735,FL,Median Home Value,14074,Feat-LightGCN,5,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
736,FL,Median Home Value,14074,Feat-LightGCN,6,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
737,FL,Median Home Value,14074,Feat-LightGCN,7,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
738,FL,Median Home Value,14074,Feat-LightGCN,8,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
739,FL,Median Home Value,14074,Feat-LightGCN,9,0.22790864670773495,0.22865948775172507,0.15239015581547963,0.2344480508310221
740,FL,Median Home Value,14074,Feat-RGNN,0,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
741,FL,Median Home Value,14074,Feat-RGNN,1,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
742,FL,Median Home Value,14074,Feat-RGNN,2,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
743,FL,Median Home Value,14074,Feat-RGNN,3,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
744,FL,Median Home Value,14074,Feat-RGNN,4,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
745,FL,Median Home Value,14074,Feat-RGNN,5,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
746,FL,Median Home Value,14074,Feat-RGNN,6,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
747,FL,Median Home Value,14074,Feat-RGNN,7,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
748,FL,Median Home Value,14074,Feat-RGNN,8,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
749,FL,Median Home Value,14074,Feat-RGNN,9,0.2343336443207163,0.23428393265411,0.15224813856320224,0.23963478625016774
750,FL,Median Home Value,14074,Feat\&BG-LightGCN,0,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
751,FL,Median Home Value,14074,Feat\&BG-LightGCN,1,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
752,FL,Median Home Value,14074,Feat\&BG-LightGCN,2,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
753,FL,Median Home Value,14074,Feat\&BG-LightGCN,3,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
754,FL,Median Home Value,14074,Feat\&BG-LightGCN,4,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
755,FL,Median Home Value,14074,Feat\&BG-LightGCN,5,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
756,FL,Median Home Value,14074,Feat\&BG-LightGCN,6,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
757,FL,Median Home Value,14074,Feat\&BG-LightGCN,7,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
758,FL,Median Home Value,14074,Feat\&BG-LightGCN,8,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
759,FL,Median Home Value,14074,Feat\&BG-LightGCN,9,0.23138835409720931,0.23001935051520822,0.10079090481760718,0.2510976482971871
