,urban_area,target_variable,macroentity,num_datapoints,num_macroentities,num_bg,model_embeddings,trial,train_r2,val_r2,test_r2,train_to_test_r2,train_mae,val_mae,test_mae,train_to_test_mae
370,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,0,0.9999485015869141,0.28010284900665283,-0.29621851444244385,0.5351871252059937,0.009684376418590546,0.563518226146698,1.2812273502349854,0.5841450095176697
371,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,1,0.9962247610092163,0.5865379571914673,-0.21225261688232422,0.5351871252059937,0.0966213047504425,0.45126157999038696,1.188517689704895,0.5841450095176697
372,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,2,0.9770292639732361,0.09789907932281494,-0.10728001594543457,0.5351871252059937,0.22962358593940735,0.5298833847045898,1.1934584379196167,0.5841450095176697
373,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,3,0.999783456325531,-0.03815901279449463,-0.042453765869140625,0.5351871252059937,0.021246671676635742,0.629517674446106,1.1578165292739868,0.5841450095176697
374,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,4,0.9996925592422485,0.26478904485702515,-0.0451127290725708,0.5351871252059937,0.01892455853521824,0.49421876668930054,1.1536601781845093,0.5841450095176697
375,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,5,0.999968945980072,0.0648917555809021,-0.19738364219665527,0.5351871252059937,0.008071310818195343,0.5455590486526489,1.1862341165542603,0.5841450095176697
376,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,6,0.9996905326843262,-0.9370487928390503,-0.04979825019836426,0.5351871252059937,0.025583568960428238,0.7453053593635559,1.1518845558166504,0.5841450095176697
377,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,7,0.9908358454704285,-0.9447907209396362,-0.03206813335418701,0.5351871252059937,0.14736565947532654,0.7361632585525513,1.1619404554367065,0.5841450095176697
378,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,8,0.9999731183052063,0.29078954458236694,-0.27296769618988037,0.5351871252059937,0.007546671200543642,0.5289453268051147,1.2435081005096436,0.5841450095176697
379,St. Louis,Median Home Value,zip,2352,43,241,Feat-RGNN,9,0.9978767037391663,-1.091892957687378,-0.05673527717590332,0.5351871252059937,0.06757930666208267,0.8076608180999756,1.1975984573364258,0.5841450095176697
380,St. Louis,Median Home Value,zip,2352,43,241,Feat\&PC-RGNN,0,0.999929666519165,-1.3279063701629639,-0.012611150741577148,0.5351871252059937,0.011448546312749386,0.8546340465545654,0.9958873987197876,0.5841450095176697
381,St. Louis,Median Home Value,zip,2352,43,241,Feat\&PC-RGNN,1,0.9999873042106628,-0.5898394584655762,0.12028652429580688,0.5351871252059937,0.004545861389487982,0.6846652626991272,0.8885467052459717,0.5841450095176697
382,St. Louis,Median Home Value,zip,2352,43,241,Feat\&PC-RGNN,2,0.9991669058799744,-1.3442108631134033,0.0974663496017456,0.5351871252059937,0.02531496062874794,0.8608803153038025,0.927911639213562,0.5841450095176697
383,St. Louis,Median Home Value,zip,2352,43,241,Feat\&PC-RGNN,3,0.9996218085289001,-1.2937772274017334,0.007264614105224609,0.5351871252059937,0.029022708535194397,0.8769640922546387,0.9945679903030396,0.5841450095176697
384,St. Louis,Median Home Value,zip,2352,43,241,Feat\&PC-RGNN,4,0.9999154210090637,-1.3539996147155762,0.13291192054748535,0.5351871252059937,0.01213771477341652,0.7903603315353394,0.9142836928367615,0.5841450095176697
