,urban_area,target_variable,target_entity,num_datapoints,num_entities,model_embeddings,trial,train_r2,val_r2,test_r2,train_mse,val_mse,test_mse
3721,St. Louis,Commute Time,zip,2670,54,LightGCN,1,0.9910861253738403,-1.4092216491699219,-0.24569940567016602,0.014456380158662796,1.9761624336242676,4.171357154846191
3722,St. Louis,Commute Time,zip,2670,54,LightGCN,2,0.9999949932098389,-0.8710838556289673,-0.48788368701934814,8.122920917230658e-06,1.5347553491592407,4.98233699798584
3723,St. Louis,Commute Time,zip,2670,54,LightGCN,3,0.9925709366798401,-0.7659410238265991,-0.48905324935913086,0.012048393487930298,1.4485119581222534,4.986253261566162
3724,St. Louis,Commute Time,zip,2670,54,LightGCN,4,0.998445987701416,-0.5561853647232056,-0.3618067502975464,0.0025202282704412937,1.2764601707458496,4.560154914855957
3725,St. Louis,Commute Time,zip,2670,54,LightGCN,5,0.9995040893554688,-0.9656063318252563,-0.19904029369354248,0.0008042871486395597,1.6122874021530151,4.0151143074035645
3726,St. Louis,Commute Time,zip,2670,54,LightGCN,6,0.9999940991401672,-0.9426734447479248,-0.36346912384033203,9.61450223257998e-06,1.5934767723083496,4.56572151184082
3727,St. Louis,Commute Time,zip,2670,54,LightGCN,7,0.9974766373634338,-0.9842054843902588,-0.4438410997390747,0.0040923915803432465,1.627543330192566,4.834855556488037
3728,St. Louis,Commute Time,zip,2670,54,LightGCN,8,0.9973147511482239,-0.8312782049179077,-0.5040007829666138,0.004354916978627443,1.5021048784255981,5.036306858062744
3729,St. Louis,Commute Time,zip,2670,54,LightGCN,9,0.9937514662742615,-1.1901447772979736,-0.5463054180145264,0.010133789852261543,1.7964649200439453,5.177968502044678
3730,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,0,0.9995144009590149,-0.47659122943878174,-0.3759193420410156,0.0007875681621953845,1.2111730575561523,4.607412338256836
3731,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,1,0.9976879358291626,-0.5350472927093506,-0.015961527824401855,0.0037496783770620823,1.2591215372085571,3.402055263519287
3732,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,2,0.9914354681968689,-0.18118762969970703,-0.17295730113983154,0.013889851979911327,0.9688684344291687,3.9277725219726562
3733,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,3,0.9997557401657104,-0.09417915344238281,-0.4830513000488281,0.00039613532135263085,0.8974997997283936,4.966155052185059
3734,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,4,0.9999907612800598,-0.17985045909881592,-0.3476243019104004,1.5007994079496711e-05,0.967771589756012,4.5126633644104
3735,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,5,0.9862411618232727,-0.3103848695755005,0.041422247886657715,0.022313876077532768,1.0748423337936401,3.209899663925171
3736,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,6,0.9999160766601562,-0.473905086517334,-0.3199036121368408,0.00013613907503895462,1.2089697122573853,4.419837474822998
3737,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,7,0.9896160364151001,-0.4141044616699219,-0.27532994747161865,0.016840586438775063,1.1599183082580566,4.270578384399414
3738,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,8,0.9999691247940063,-0.5039538145065308,-0.21979737281799316,5.0094684411305934e-05,1.2336171865463257,4.084621429443359
3739,St. Louis,Commute Time,zip,2670,54,Feat-LightGCN,9,0.9999163150787354,-0.34373295307159424,-0.36839497089385986,0.00013570167357102036,1.102196216583252,4.582216262817383
3740,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,0,0.9999906420707703,-0.029076576232910156,-0.271744966506958,1.5192478713288438e-05,0.8440994024276733,4.258573532104492
3741,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,1,0.9999952912330627,-0.3261209726333618,-0.2871013879776001,7.628300863871118e-06,1.08774995803833,4.309996128082275
3742,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,2,0.9999988079071045,-0.2910575866699219,-0.35880279541015625,1.925087417475879e-06,1.05898916721344,4.550096035003662
3743,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,3,0.9995313882827759,-0.030713438987731934,-0.32003211975097656,0.0007600127137266099,0.8454420566558838,4.4202680587768555
3744,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,4,0.9999964237213135,-0.31390154361724854,-0.28788912296295166,5.778011654911097e-06,1.07772696018219,4.312633991241455
3745,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,5,0.9999801516532898,-0.27305102348327637,-0.39271366596221924,3.2185896998271346e-05,1.0442193746566772,4.663650035858154
3746,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,6,0.9999977946281433,-0.21911108493804932,-0.144700288772583,3.610480007409933e-06,0.9999751448631287,3.833150625228882
3747,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,7,0.9999943971633911,-0.24448060989379883,-0.3183995485305786,9.106509423872922e-06,1.0207844972610474,4.414801120758057
3748,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,8,0.9999961853027344,-0.4262040853500366,-0.2592275142669678,6.230632607184816e-06,1.1698429584503174,4.216657638549805
3749,St. Louis,Commute Time,zip,2670,54,Feat\&PC-LightGCN,9,0.9999982118606567,-0.029030680656433105,-0.19825363159179688,2.876145799746155e-06,0.8440617918968201,4.012479782104492
3750,St. Louis,Commute Time,zip,2670,54,NoPreTrain,0,0.9997247457504272,0.3119197487831116,0.0463983416557312,0.00044639850966632366,0.564397394657135,3.1932365894317627
3751,St. Louis,Commute Time,zip,2670,54,NoPreTrain,1,0.9998815059661865,-2.0121657848358154,-0.18435239791870117,0.00019214385247323662,2.47072696685791,3.965930223464966
3752,St. Louis,Commute Time,zip,2670,54,NoPreTrain,2,0.9997828006744385,-6.465024948120117,0.24522894620895386,0.0003522903425619006,6.12318229675293,2.5274312496185303
3753,St. Louis,Commute Time,zip,2670,54,NoPreTrain,3,0.9998812675476074,-0.562089204788208,-0.20948994159698486,0.00019256433006376028,1.2813026905059814,4.050105571746826
3754,St. Louis,Commute Time,zip,2670,54,NoPreTrain,4,0.9993010759353638,-1.3713889122009277,-0.3679555654525757,0.0011334975715726614,1.9451302289962769,4.580744743347168
3755,St. Louis,Commute Time,zip,2670,54,NoPreTrain,5,0.9995859265327454,-1.0463190078735352,-1.0577764511108398,0.0006715464405715466,1.6784919500350952,6.890683174133301
3756,St. Louis,Commute Time,zip,2670,54,NoPreTrain,6,0.9998601078987122,0.05895763635635376,-1.1070396900177002,0.00022690992045681924,0.7718894481658936,7.055646896362305
3757,St. Louis,Commute Time,zip,2670,54,NoPreTrain,7,0.9992397427558899,-1.841644287109375,-0.16758620738983154,0.0012329574674367905,2.330857038497925,3.9097864627838135
3758,St. Louis,Commute Time,zip,2670,54,NoPreTrain,8,0.9655107259750366,-7.722896575927734,-4.683143615722656,0.055934250354766846,7.154950141906738,19.030611038208008
3759,St. Louis,Commute Time,zip,2670,54,NoPreTrain,9,0.9999911189079285,0.08050906658172607,-0.5369634628295898,1.4414764336834196e-05,0.7542118430137634,5.14668607711792
3760,St. Louis,Median Age,zip,2670,54,Emb,0,0.9999581575393677,-0.4881941080093384,-0.5010232925415039,7.312303205253556e-05,1.5810389518737793,3.3577375411987305
