,state,target_variable,num_datapoints,model_embeddings,trial,val_ROCAUC,train_ROCAUC_tract,test_ROCAUC_BG,train_to_test_ROCAUC_BG
234,PA,Median Income,29451,RGNN,4,0.6983390530038212,0.953603252825119,0.7883162923705368,0.8224834028744732
235,PA,Median Income,29451,RGNN,5,0.7088328189303975,0.9522776314772652,0.7918940586311024,0.8224834028744732
236,PA,Median Income,29451,RGNN,6,0.7100909898200697,0.9536270307865156,0.791031859952822,0.8224834028744732
237,PA,Median Income,29451,RGNN,7,0.7141993662599221,0.9541858128793328,0.7855306661698873,0.8224834028744732
238,PA,Median Income,29451,RGNN,8,0.7217448185827632,0.9535913638444208,0.7939695452001487,0.8224834028744732
239,PA,Median Income,29451,RGNN,9,0.6945131897344579,0.9534605850567401,0.7863936609688311,0.8224834028744732
240,PA,Median Income,29451,Feat-LightGCN,0,0.7397312699897758,0.9500306141252979,0.7918646021665627,0.8224834028744732
241,PA,Median Income,29451,Feat-LightGCN,1,0.745627297049529,0.951475125280134,0.7975624377533156,0.8224834028744732
242,PA,Median Income,29451,Feat-LightGCN,2,0.7502481516996746,0.9533833066822017,0.7994384960962224,0.8224834028744732
243,PA,Median Income,29451,Feat-LightGCN,3,0.7430015848739904,0.9496798891946998,0.7970951149239982,0.8224834028744732
244,PA,Median Income,29451,Feat-LightGCN,4,0.7401355913316243,0.9512789570986131,0.7959033222911396,0.8224834028744732
245,PA,Median Income,29451,Feat-LightGCN,5,0.7406984476965205,0.9481640441556743,0.7951095899898972,0.8224834028744732
246,PA,Median Income,29451,Feat-LightGCN,6,0.7426201158857869,0.9522181865737741,0.7944583632873732,0.8224834028744732
247,PA,Median Income,29451,Feat-LightGCN,7,0.7447848761408083,0.9483780458082426,0.791238055204599,0.8224834028744732
248,PA,Median Income,29451,Feat-LightGCN,8,0.7498586633962129,0.9531098601261422,0.7972511545739918,0.8224834028744732
249,PA,Median Income,29451,Feat-LightGCN,9,0.7263820923700934,0.9480867657811358,0.7966210250690435,0.8224834028744732
250,PA,Median Income,29451,Feat-RGNN,0,0.7125746715973625,0.9558740481384829,0.7867964980244265,0.8224834028744732
251,PA,Median Income,29451,Feat-RGNN,1,0.7154108539369617,0.9550953199027481,0.7854279666043305,0.8224834028744732
252,PA,Median Income,29451,Feat-RGNN,2,0.7149212388083641,0.954988319076464,0.7868984014693203,0.8224834028744732
253,PA,Median Income,29451,Feat-RGNN,3,0.7054789706526652,0.9550953199027481,0.7874716083468475,0.8224834028744732
254,PA,Median Income,29451,Feat-RGNN,4,0.709809026814481,0.9525391890526266,0.7862798157139889,0.8224834028744732
255,PA,Median Income,29451,Feat-RGNN,5,0.7108026001527628,0.9546851500686588,0.7872638208537438,0.8224834028744732
256,PA,Median Income,29451,Feat-RGNN,6,0.7154411533931254,0.9549050962115764,0.7890598690699958,0.8224834028744732
257,PA,Median Income,29451,Feat-RGNN,7,0.7141468894224707,0.952509466600881,0.7825022231669522,0.8224834028744732
258,PA,Median Income,29451,Feat-RGNN,8,0.7170235401460698,0.9549764300957657,0.7849280028278206,0.8224834028744732
259,PA,Median Income,29451,Feat-RGNN,9,0.7010193564701203,0.9529493588867158,0.7854598114308597,0.8224834028744732
260,PA,Median Income,29451,Feat\&BG-LightGCN,0,0.9173890616500161,0.9873441800467236,0.7980377217892654,0.8224834028744732
261,PA,Median Income,29451,Feat\&BG-LightGCN,1,0.9195702619040366,0.9886935793559739,0.799991401896837,0.8224834028744732
262,PA,Median Income,29451,Feat\&BG-LightGCN,2,0.921794423539159,0.9881704642052513,0.7999468191396962,0.8224834028744732
263,PA,Median Income,29451,Feat\&BG-LightGCN,3,0.920147436053051,0.9902450913370943,0.7976309041303536,0.8224834028744732
264,PA,Median Income,29451,Feat\&BG-LightGCN,4,0.9220435961884893,0.9872431237107887,0.7989094739155045,0.8224834028744732
265,PA,Median Income,29451,Feat\&BG-LightGCN,5,0.9209902712405016,0.9877484053904638,0.8007365708376225,0.8224834028744732
266,PA,Median Income,29451,Feat\&BG-LightGCN,6,0.9254506797697423,0.9896030863793892,0.801815314336302,0.8224834028744732
267,PA,Median Income,29451,Feat\&BG-LightGCN,7,0.9248349259966904,0.9881347972631567,0.799778837679754,0.8224834028744732
268,PA,Median Income,29451,Feat\&BG-LightGCN,8,0.9260339596307976,0.9885687450586425,0.8008870376429733,0.8224834028744732
269,PA,Median Income,29451,Feat\&BG-LightGCN,9,0.9221406139160498,0.9885330781165476,0.7980170226520213,0.8224834028744732
270,PA,Median Income,29451,Feat\&BG-RGNN,0,0.7176354963929508,0.9569440564013244,0.7768410091307079,0.8224834028744732
271,PA,Median Income,29451,Feat\&BG-RGNN,1,0.7109281164863185,0.9541204234854925,0.782350960240938,0.8224834028744732
272,PA,Median Income,29451,Feat\&BG-RGNN,2,0.7215152889372,0.9557016579183584,0.7819616572366174,0.8224834028744732
273,PA,Median Income,29451,Feat\&BG-RGNN,3,0.7191714264906311,0.9536983646707051,0.7822968240358381,0.8224834028744732
274,PA,Median Income,29451,Feat\&BG-RGNN,4,0.7132278823995057,0.9514394583380394,0.7818318895685106,0.8224834028744732
275,PA,Median Income,29451,Feat\&BG-RGNN,5,0.7175110746093157,0.9553093215553163,0.7842847373319288,0.8224834028744732
276,PA,Median Income,29451,Feat\&BG-RGNN,6,0.7220870011114107,0.9572412809187805,0.7811719055386911,0.8224834028744732
277,PA,Median Income,29451,Feat\&BG-RGNN,7,0.7198926124158928,0.956878667007484,0.7830117403914207,0.8224834028744732
278,PA,Median Income,29451,Feat\&BG-RGNN,8,0.7365408244854885,0.9574493380809996,0.7866937984588696,0.8224834028744732
279,PA,Median Income,29451,Feat\&BG-RGNN,9,0.7125586261143037,0.9533654732111543,0.7827370787626056,0.8224834028744732
280,PA,Median Home Value,29451,Emb,0,0.5679241546034428,0.9971663293249196,0.8436371809804042,0.8674149451357813
281,PA,Median Home Value,29451,Emb,1,0.590157319471262,0.9975830456006668,0.8519822636343203,0.8674149451357813
282,PA,Median Home Value,29451,Emb,2,0.5792930732828558,0.9954696987736635,0.8459159361654304,0.8674149451357813
283,PA,Median Home Value,29451,Emb,3,0.5775066448460369,0.9970115489939279,0.8349144853797585,0.8674149451357813
284,PA,Median Home Value,29451,Emb,4,0.5693727705050694,0.9957673532563401,0.8419420094403238,0.8674149451357813
285,PA,Median Home Value,29451,Emb,5,0.5666863926045242,0.993183712346708,0.8464145160301599,0.8674149451357813
286,PA,Median Home Value,29451,Emb,6,0.5795719242994197,0.9959102274080248,0.8466948650360653,0.8674149451357813
287,PA,Median Home Value,29451,Emb,7,0.5674119075073779,0.9969401119180855,0.8439428676515662,0.8674149451357813
288,PA,Median Home Value,29451,Emb,8,0.5746363985147105,0.9990534587450887,0.8427724309855126,0.8674149451357813
289,PA,Median Home Value,29451,Emb,9,0.5742460048074168,0.9982081200142874,0.8518073520096447,0.8674149451357813
290,PA,Median Home Value,29451,LightGCN,0,0.7279664462761775,0.9559233242052625,0.8358029383518257,0.8674149451357813
291,PA,Median Home Value,29451,LightGCN,1,0.7255236299770411,0.9575038695082747,0.83807883283271,0.8674149451357813
292,PA,Median Home Value,29451,LightGCN,2,0.7312446893985509,0.9591439457078224,0.8376971331657778,0.8674149451357813
293,PA,Median Home Value,29451,LightGCN,3,0.7200186868159291,0.9537563995713776,0.8355352581785489,0.8674149451357813
294,PA,Median Home Value,29451,LightGCN,4,0.7251532994139398,0.9575604238599834,0.8370734996628457,0.8674149451357813
295,PA,Median Home Value,29451,LightGCN,5,0.7142253775941358,0.9583045600666745,0.8339847565336439,0.8674149451357813
296,PA,Median Home Value,29451,LightGCN,6,0.7280456652961245,0.9583640909632101,0.8349872289993665,0.8674149451357813
297,PA,Median Home Value,29451,LightGCN,7,0.729458998676902,0.9590427431837123,0.8355785774126974,0.8674149451357813
298,PA,Median Home Value,29451,LightGCN,8,0.7306512792948803,0.9582986069770211,0.8372696622325753,0.8674149451357813
299,PA,Median Home Value,29451,LightGCN,9,0.7180709576208366,0.9580009524943446,0.8373195202190482,0.8674149451357813
300,PA,Median Home Value,29451,RGNN,0,0.6636506568024932,0.974151684724372,0.8454435113099982,0.8674149451357813
301,PA,Median Home Value,29451,RGNN,1,0.6590416227159264,0.974556494820812,0.8439109912339852,0.8674149451357813
302,PA,Median Home Value,29451,RGNN,2,0.6659885908608737,0.9764079057030599,0.8428533480455261,0.8674149451357813
303,PA,Median Home Value,29451,RGNN,3,0.6535741727311767,0.9759673770686986,0.8457606407977278,0.8674149451357813
304,PA,Median Home Value,29451,RGNN,4,0.6555206757253372,0.975622097868794,0.84441774453912,0.8674149451357813
305,PA,Median Home Value,29451,RGNN,5,0.6583873753997712,0.9750684605310155,0.8425476613743641,0.8674149451357813
306,PA,Median Home Value,29451,RGNN,6,0.6748522438981717,0.9792475294677938,0.8503859907231451,0.8674149451357813
307,PA,Median Home Value,29451,RGNN,7,0.6622316266631546,0.975062507441362,0.8389194711784057,0.8674149451357813
308,PA,Median Home Value,29451,RGNN,8,0.6687350941807263,0.9795689963090844,0.8430217209178772,0.8674149451357813
309,PA,Median Home Value,29451,RGNN,9,0.6585479579194946,0.9748898678414096,0.8455342364984981,0.8674149451357813
310,PA,Median Home Value,29451,Feat-LightGCN,0,0.7130034078000757,0.9709251101321587,0.8471627944992746,0.8674149451357813
311,PA,Median Home Value,29451,Feat-LightGCN,1,0.7145760348585917,0.9743005119657102,0.8479462187621324,0.8674149451357813
312,PA,Median Home Value,29451,Feat-LightGCN,2,0.7171043337776785,0.971806167400881,0.8478485461492878,0.8674149451357813
313,PA,Median Home Value,29451,Feat-LightGCN,3,0.7119711689125665,0.9713418264079057,0.8543370318151167,0.8674149451357813
314,PA,Median Home Value,29451,Feat-LightGCN,4,0.7054196436904319,0.9745148231932372,0.84776109033695,0.8674149451357813
315,PA,Median Home Value,29451,Feat-LightGCN,5,0.7160460583140743,0.9705976902012146,0.8530276466621713,0.8674149451357813
316,PA,Median Home Value,29451,Feat-LightGCN,6,0.7098446913364242,0.9686331706155494,0.8478129916835243,0.8674149451357813
317,PA,Median Home Value,29451,Feat-LightGCN,7,0.7095925647783214,0.972008572449101,0.8496843008643412,0.8674149451357813
318,PA,Median Home Value,29451,Feat-LightGCN,8,0.7160323349527998,0.9753363495654244,0.8539357158912116,0.8674149451357813
319,PA,Median Home Value,29451,Feat-LightGCN,9,0.6949967082380711,0.9705857840219074,0.8481889699421727,0.8674149451357813
320,PA,Median Home Value,29451,Feat-RGNN,0,0.673177292983427,0.9763900464340993,0.8432064406710394,0.8674149451357813
321,PA,Median Home Value,29451,Feat-RGNN,1,0.660040049380821,0.9765150613168234,0.8445951081959174,0.8674149451357813
322,PA,Median Home Value,29451,Feat-RGNN,2,0.6635104853075404,0.9773068222407428,0.8476397147469297,0.8674149451357813
323,PA,Median Home Value,29451,Feat-RGNN,3,0.6574466381141405,0.9761221573996904,0.8475645190952003,0.8674149451357813
324,PA,Median Home Value,29451,Feat-RGNN,4,0.6594569917961801,0.9782533634956542,0.8420261958764992,0.8674149451357813
325,PA,Median Home Value,29451,Feat-RGNN,5,0.6704855615472606,0.9763543278961782,0.8419853286744723,0.8674149451357813
326,PA,Median Home Value,29451,Feat-RGNN,6,0.6781901845857756,0.9797416359090367,0.8461186374874844,0.8674149451357813
327,PA,Median Home Value,29451,Feat-RGNN,7,0.6603095619392421,0.9800571496606738,0.8431574000286068,0.8674149451357813
328,PA,Median Home Value,29451,Feat-RGNN,8,0.6733809808310844,0.9812596737706869,0.8490104007029158,0.8674149451357813
329,PA,Median Home Value,29451,Feat-RGNN,9,0.6472506100126405,0.9759852363376591,0.8447209791781607,0.8674149451357813
330,PA,Median Home Value,29451,Feat\&BG-LightGCN,0,0.9242083127020652,0.9925050601262054,0.8430380677986882,0.8674149451357813
331,PA,Median Home Value,29451,Feat\&BG-LightGCN,1,0.9193354554482227,0.992308608167639,0.8414638631766076,0.8674149451357813
332,PA,Median Home Value,29451,Feat\&BG-LightGCN,2,0.9254848627281763,0.9934873199190379,0.8414695845848914,0.8674149451357813
333,PA,Median Home Value,29451,Feat\&BG-LightGCN,3,0.9181370056988984,0.9938385522085962,0.8443629824884038,0.8674149451357813
334,PA,Median Home Value,29451,Feat\&BG-LightGCN,4,0.9215807778000431,0.9914394570782237,0.8441145099000795,0.8674149451357813
335,PA,Median Home Value,29451,Feat\&BG-LightGCN,5,0.9201041156009991,0.9924395761400167,0.8452587915568364,0.8674149451357813
336,PA,Median Home Value,29451,Feat\&BG-LightGCN,6,0.9225255299915436,0.9906655554232647,0.8415840127505668,0.8674149451357813
337,PA,Median Home Value,29451,Feat\&BG-LightGCN,7,0.9223911783510736,0.9897844981545422,0.8458554527064304,0.8674149451357813
338,PA,Median Home Value,29451,Feat\&BG-LightGCN,8,0.9233753455803019,0.9915406596023336,0.84544596334212,0.8674149451357813
339,PA,Median Home Value,29451,Feat\&BG-LightGCN,9,0.9254087445783773,0.9927253244433861,0.8466654406506058,0.8674149451357813
340,PA,Median Home Value,29451,Feat\&BG-RGNN,0,0.6773938776104622,0.975264912489582,0.8460050266658494,0.8674149451357813
341,PA,Median Home Value,29451,Feat\&BG-RGNN,1,0.6740707869764169,0.9756280509584474,0.8453446126810927,0.8674149451357813
342,PA,Median Home Value,29451,Feat\&BG-RGNN,2,0.6756448666696087,0.9761340635789976,0.8435088579660395,0.8674149451357813
343,PA,Median Home Value,29451,Feat\&BG-RGNN,3,0.6756492217695602,0.975747112751518,0.8453217270479577,0.8674149451357813
344,PA,Median Home Value,29451,Feat\&BG-RGNN,4,0.6787234820000758,0.9783426598404571,0.8440229673675392,0.8674149451357813
345,PA,Median Home Value,29451,Feat\&BG-RGNN,5,0.6655622475897005,0.9717109179664246,0.8415554057091482,0.8674149451357813
346,PA,Median Home Value,29451,Feat\&BG-RGNN,6,0.6709004169947219,0.9759316585307776,0.8420270132205399,0.8674149451357813
347,PA,Median Home Value,29451,Feat\&BG-RGNN,7,0.6823516582157467,0.9764376711513276,0.8469801181062139,0.8674149451357813
348,PA,Median Home Value,29451,Feat\&BG-RGNN,8,0.6854753909179276,0.9762412191927611,0.8398561474488648,0.8674149451357813
349,PA,Median Home Value,29451,Feat\&BG-RGNN,9,0.67488120070802,0.9790213120609595,0.8506377326876317,0.8674149451357813
350,PA,Commute Time,29451,Emb,0,0.6155840595008647,0.9731289390756303,0.8535111884394181,0.8101348412353198
351,PA,Commute Time,29451,Emb,1,0.6070340083310134,0.9699120273109243,0.8813977091489054,0.8101348412353198
352,PA,Commute Time,29451,Emb,2,0.6154012155606312,0.9763786764705882,0.8538494997825141,0.8101348412353198
353,PA,Commute Time,29451,Emb,3,0.6116910275385339,0.9645483193277311,0.862307283359915,0.8101348412353198
354,PA,Commute Time,29451,Emb,4,0.6041244889201695,0.9732274159663865,0.8390604610700304,0.8101348412353198
355,PA,Commute Time,29451,Emb,5,0.6099817248055995,0.9605107668067226,0.8837175583587067,0.8101348412353198
356,PA,Commute Time,29451,Emb,6,0.6131177943320817,0.9726299894957984,0.8840558697018027,0.8101348412353198
357,PA,Commute Time,29451,Emb,7,0.6025805245919513,0.9717830882352941,0.8592624812720506,0.8101348412353198
358,PA,Commute Time,29451,Emb,8,0.6268990130143465,0.9713629201680671,0.825914648881156,0.8101348412353198
359,PA,Commute Time,29451,Emb,9,0.6101116959414279,0.9731420693277311,0.864723792953458,0.8101348412353198
360,PA,Commute Time,29451,LightGCN,0,0.6992635299423354,0.9281972163865546,0.7858005896283409,0.8101348412353198
361,PA,Commute Time,29451,LightGCN,1,0.6904987550312608,0.9222754726890756,0.8011695906432748,0.8101348412353198
362,PA,Commute Time,29451,LightGCN,2,0.6961098421953889,0.9240283613445379,0.768981682857281,0.8101348412353198
363,PA,Commute Time,29451,LightGCN,3,0.6829520551440851,0.9220588235294118,0.7693683243922479,0.8101348412353198
364,PA,Commute Time,29451,LightGCN,4,0.691147607175125,0.9181328781512604,0.705669131506452,0.8101348412353198
365,PA,Commute Time,29451,LightGCN,5,0.6924749427929466,0.9241202731092437,0.7825141365811222,0.8101348412353198
366,PA,Commute Time,29451,LightGCN,6,0.690344556799985,0.9203059348739495,0.8260113092648977,0.8101348412353198
367,PA,Commute Time,29451,LightGCN,7,0.6883273415614044,0.9262079831932774,0.8000096660383742,0.8101348412353198
368,PA,Commute Time,29451,LightGCN,8,0.6898340294989069,0.9247373949579831,0.7467981247885553,0.8101348412353198
369,PA,Commute Time,29451,LightGCN,9,0.675516135159114,0.9231289390756302,0.7810159006331255,0.8101348412353198
370,PA,Commute Time,29451,RGNN,0,0.6377931207593214,0.9571165966386554,0.7968682035667681,0.8101348412353198
371,PA,Commute Time,29451,RGNN,1,0.63792692540855,0.9606617647058824,0.808805760958871,0.8101348412353198
372,PA,Commute Time,29451,RGNN,2,0.6486746543395618,0.9655987394957983,0.8510463486540041,0.8101348412353198
373,PA,Commute Time,29451,RGNN,3,0.6422793099875191,0.957280724789916,0.860519066260693,0.8101348412353198
374,PA,Commute Time,29451,RGNN,4,0.6428700758572187,0.9606158088235294,0.8248513846599971,0.8101348412353198
375,PA,Commute Time,29451,RGNN,5,0.6367196802617546,0.9538405987394959,0.8183751389493017,0.8101348412353198
376,PA,Commute Time,29451,RGNN,6,0.6414592591080469,0.9562368697478992,0.7740563530037214,0.8101348412353198
377,PA,Commute Time,29451,RGNN,7,0.6261016368074077,0.958061974789916,0.8403170460586729,0.8101348412353198
378,PA,Commute Time,29451,RGNN,8,0.641561293542103,0.9560924369747898,0.7754579285679764,0.8101348412353198
379,PA,Commute Time,29451,RGNN,9,0.6372745201601678,0.9580225840336134,0.7926151466821323,0.8101348412353198
380,PA,Commute Time,29451,Feat-LightGCN,0,0.6796347437639338,0.9298975840336134,0.745203228456817,0.8101348412353198
381,PA,Commute Time,29451,Feat-LightGCN,1,0.6831363975782301,0.933186712184874,0.7463148228698467,0.8101348412353198
382,PA,Commute Time,29451,Feat-LightGCN,2,0.6836200086788637,0.9331604516806722,0.7455898699917839,0.8101348412353198
383,PA,Commute Time,29451,Feat-LightGCN,3,0.6678958583682469,0.9229188550420169,0.6907834324102267,0.8101348412353198
384,PA,Commute Time,29451,Feat-LightGCN,4,0.6791258016196772,0.9335871848739495,0.6839205451645644,0.8101348412353198
385,PA,Commute Time,29451,Feat-LightGCN,5,0.679435293904472,0.9307641806722688,0.7341839447102605,0.8101348412353198
386,PA,Commute Time,29451,Feat-LightGCN,6,0.6825690182087294,0.9274816176470588,0.7326373785703929,0.8101348412353198
387,PA,Commute Time,29451,Feat-LightGCN,7,0.676456700405113,0.9373293067226891,0.7547242762553767,0.8101348412353198
388,PA,Commute Time,29451,Feat-LightGCN,8,0.684049882760219,0.9267266281512605,0.6726596104586535,0.8101348412353198
389,PA,Commute Time,29451,Feat-LightGCN,9,0.6726290305375091,0.9284663865546219,0.7486346720796482,0.8101348412353198
390,PA,Commute Time,29451,Feat-RGNN,0,0.6546781107163111,0.9615546218487395,0.8769030013049153,0.8101348412353198
391,PA,Commute Time,29451,Feat-RGNN,1,0.6509163594356142,0.9572610294117647,0.8092890628775796,0.8101348412353198
392,PA,Commute Time,29451,Feat-RGNN,2,0.649268597843796,0.9629136029411764,0.8940118892272002,0.8101348412353198
393,PA,Commute Time,29451,Feat-RGNN,3,0.6435509031643101,0.9610556722689075,0.8314726209463051,0.8101348412353198
394,PA,Commute Time,29451,Feat-RGNN,4,0.654243356123866,0.9642988445378151,0.8567009811028949,0.8101348412353198
395,PA,Commute Time,29451,Feat-RGNN,5,0.6587752642914091,0.9559545693277312,0.8617273210574645,0.8101348412353198
396,PA,Commute Time,29451,Feat-RGNN,6,0.6583508550611803,0.9564666491596638,0.8729882557633755,0.8101348412353198
397,PA,Commute Time,29451,Feat-RGNN,7,0.6475486287596666,0.9654740021008403,0.9001498235947998,0.8101348412353198
398,PA,Commute Time,29451,Feat-RGNN,8,0.6526049833692814,0.9608390231092437,0.8215649316127784,0.8101348412353198
399,PA,Commute Time,29451,Feat-RGNN,9,0.6340393576637777,0.9594603466386555,0.8737615388333092,0.8101348412353198
400,PA,Commute Time,29451,Feat\&BG-LightGCN,0,0.9086330830348899,0.9866334033613446,0.7774394664346818,0.8101348412353198
401,PA,Commute Time,29451,Feat\&BG-LightGCN,1,0.9002772234465208,0.9867318802521009,0.7519694553187376,0.8101348412353198
402,PA,Commute Time,29451,Feat\&BG-LightGCN,2,0.9073452031088003,0.9849789915966387,0.7614905031172974,0.8101348412353198
403,PA,Commute Time,29451,Feat\&BG-LightGCN,3,0.9017800113517384,0.9843684348739496,0.7651635976994828,0.8101348412353198
404,PA,Commute Time,29451,Feat\&BG-LightGCN,4,0.9002340614353717,0.9833639705882353,0.7518727949349958,0.8101348412353198
405,PA,Commute Time,29451,Feat\&BG-LightGCN,5,0.8956234015676285,0.9843553046218487,0.7558842008602774,0.8101348412353198
406,PA,Commute Time,29451,Feat\&BG-LightGCN,6,0.9016202247208431,0.9849199054621849,0.7481030399690687,0.8101348412353198
407,PA,Commute Time,29451,Feat\&BG-LightGCN,7,0.8992267049552951,0.9872570903361345,0.7569474650814364,0.8101348412353198
408,PA,Commute Time,29451,Feat\&BG-LightGCN,8,0.9028933848784695,0.9870076155462184,0.7177033492822966,0.8101348412353198
409,PA,Commute Time,29451,Feat\&BG-LightGCN,9,0.9019384826732094,0.9863576680672269,0.733652312599681,0.8101348412353198
410,PA,Commute Time,29451,Feat\&BG-RGNN,0,0.6546977697070315,0.9512145483193278,0.8220965637233579,0.8101348412353198
411,PA,Commute Time,29451,Feat\&BG-RGNN,1,0.6489133517368421,0.9530396533613446,0.7895220144023971,0.8101348412353198
412,PA,Commute Time,29451,Feat\&BG-RGNN,2,0.6511537172301433,0.9572741596638656,0.8161519501232419,0.8101348412353198
413,PA,Commute Time,29451,Feat\&BG-RGNN,3,0.645030830641033,0.9572938550420168,0.8303610265332754,0.8101348412353198
414,PA,Commute Time,29451,Feat\&BG-RGNN,4,0.6594851010545827,0.9583771008403362,0.8263979507998647,0.8101348412353198
415,PA,Commute Time,29451,Feat\&BG-RGNN,5,0.6470221269634184,0.9473082983193277,0.8328258663186894,0.8101348412353198
416,PA,Commute Time,29451,Feat\&BG-RGNN,6,0.651625198936319,0.950702468487395,0.8022811850563046,0.8101348412353198
417,PA,Commute Time,29451,Feat\&BG-RGNN,7,0.6567679239427642,0.9539259453781512,0.8494997825141366,0.8101348412353198
418,PA,Commute Time,29451,Feat\&BG-RGNN,8,0.6608998544681616,0.9494288340336136,0.8005896283408246,0.8101348412353198
419,PA,Commute Time,29451,Feat\&BG-RGNN,9,0.6462446695303984,0.9538865546218488,0.8128654970760234,0.8101348412353198
420,TN,Median Income,9484,Emb,0,0.5628327084201269,1.0,0.8156631073482025,0.8153708851961837
421,TN,Median Income,9484,Emb,1,0.5736025241368219,1.0,0.8111771024199153,0.8153708851961837
422,TN,Median Income,9484,Emb,2,0.5697845877676626,0.99989491382934,0.8168951791242813,0.8153708851961837
423,TN,Median Income,9484,Emb,3,0.560851964686991,1.0,0.8169267707082832,0.8153708851961837
424,TN,Median Income,9484,Emb,4,0.5621137369903974,1.0,0.8221235862766159,0.8153708851961837
425,TN,Median Income,9484,Emb,5,0.5896117804551539,1.0,0.8035951222594301,0.8153708851961837
426,TN,Median Income,9484,Emb,6,0.5566717953359278,1.0,0.8138781828520881,0.8153708851961837
427,TN,Median Income,9484,Emb,7,0.6032668216244692,1.0,0.7998515195551905,0.8153708851961837
428,TN,Median Income,9484,Emb,8,0.5918228657416076,1.0,0.8061856321475959,0.8153708851961837
429,TN,Median Income,9484,Emb,9,0.5520247514568178,1.0,0.8084760219877425,0.8153708851961837
430,TN,Median Income,9484,LightGCN,0,0.6960046058417813,0.9993694829760403,0.8085550009477475,0.8153708851961837
431,TN,Median Income,9484,LightGCN,1,0.700634818518536,0.99989491382934,0.7985720604031086,0.8153708851961837
432,TN,Median Income,9484,LightGCN,2,0.682745413704511,1.0,0.8117931383079546,0.8153708851961837
433,TN,Median Income,9484,LightGCN,3,0.690006111688197,0.9987389659520807,0.8090288747077778,0.8153708851961837
434,TN,Median Income,9484,LightGCN,4,0.6918130067276177,0.99989491382934,0.8185853288683894,0.8153708851961837
435,TN,Median Income,9484,LightGCN,5,0.6917792910773528,0.996427070197562,0.8014153029632906,0.8153708851961837
436,TN,Median Income,9484,LightGCN,6,0.6801474086296242,0.9995796553173603,0.8179061098123461,0.8153708851961837
437,TN,Median Income,9484,LightGCN,7,0.6895791647990093,0.9990542244640606,0.7968503190749984,0.8153708851961837
438,TN,Median Income,9484,LightGCN,8,0.6887888012833404,0.9994745691467003,0.8032792064194098,0.8153708851961837
439,TN,Median Income,9484,LightGCN,9,0.6831221785350226,0.9995796553173603,0.7925854552347255,0.8153708851961837
440,TN,Median Income,9484,RGNN,0,0.6531280377725316,0.99989491382934,0.8258513931888546,0.8153708851961837
441,TN,Median Income,9484,RGNN,1,0.6549806290474411,0.99989491382934,0.8089498957477729,0.8153708851961837
442,TN,Median Income,9484,RGNN,2,0.6527890565267154,1.0,0.8105926581158779,0.8153708851961837
443,TN,Median Income,9484,RGNN,3,0.6514862091963478,0.9995796553173601,0.8030106779553927,0.8153708851961837
444,TN,Median Income,9484,RGNN,4,0.6650083376459088,1.0,0.8215233461805774,0.8153708851961837
445,TN,Median Income,9484,RGNN,5,0.6628217216692859,0.9992643968053805,0.803642509635433,0.8153708851961837
446,TN,Median Income,9484,RGNN,6,0.673350181359956,1.0,0.8098818474758324,0.8153708851961837
447,TN,Median Income,9484,RGNN,7,0.6597413159706659,1.0,0.80500094774752,0.8153708851961837
448,TN,Median Income,9484,RGNN,8,0.6609665272836963,0.9995796553173603,0.812219624691982,0.8153708851961837
449,TN,Median Income,9484,RGNN,9,0.6642742724000915,0.9973728457335015,0.7963606495229671,0.8153708851961837
450,TN,Median Income,9484,Feat-LightGCN,0,0.6845692727861872,0.9997898276586801,0.8162317558602389,0.8153708851961837
451,TN,Median Income,9484,Feat-LightGCN,1,0.6918711772524941,0.9983186212694409,0.8024420294433563,0.8153708851961837
452,TN,Median Income,9484,Feat-LightGCN,2,0.6763592673324689,0.9997898276586801,0.8108927781638972,0.8153708851961837
453,TN,Median Income,9484,Feat-LightGCN,3,0.6725407426514503,0.9996847414880201,0.8125039489480002,0.8153708851961837
454,TN,Median Income,9484,Feat-LightGCN,4,0.6835046863320108,1.0,0.816531875908258,0.8153708851961837
455,TN,Median Income,9484,Feat-LightGCN,5,0.681968453524242,0.9974779319041615,0.8033897769634171,0.8153708851961837
456,TN,Median Income,9484,Feat-LightGCN,6,0.6846489182220922,0.9982135350987811,0.8108769823718962,0.8153708851961837
457,TN,Median Income,9484,Feat-LightGCN,7,0.6786868712540954,0.9987389659520807,0.8077336197636951,0.8153708851961837
458,TN,Median Income,9484,Feat-LightGCN,8,0.6765517623971096,0.9974779319041613,0.8089183041637706,0.8153708851961837
459,TN,Median Income,9484,Feat-LightGCN,9,0.6809632449649924,0.9995796553173603,0.8058539205155747,0.8153708851961837
460,TN,Median Income,9484,Feat-RGNN,0,0.6503367587835023,1.0,0.8092974031717951,0.8153708851961837
461,TN,Median Income,9484,Feat-RGNN,1,0.6582268601081367,1.0,0.7947494787388638,0.8153708851961837
462,TN,Median Income,9484,Feat-RGNN,2,0.6560361489839628,1.0,0.8040689960194604,0.8153708851961837
463,TN,Median Income,9484,Feat-RGNN,3,0.6435630909804961,0.9993694829760403,0.8000252732672016,0.8153708851961837
464,TN,Median Income,9484,Feat-RGNN,4,0.652623770915991,1.0,0.8155051494281923,0.8153708851961837
465,TN,Median Income,9484,Feat-RGNN,5,0.6381723997439032,0.9986338797814207,0.7945283376508497,0.8153708851961837
