,urban_area,target_variable,target_entity,num_datapoints,model_embeddings,trial,train_f1,val_f1,test_f1,train_score,val_score,test_score
35,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,5,0.7671800947867299,0.6719858156028369,0.700354609929078,0.8552424698456907,0.7575574669282229,0.7771238871284141
36,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,6,0.7411137440758294,0.6826241134751773,0.6666666666666666,0.8319121875070191,0.7591796187314522,0.7469694683366028
37,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,7,0.7541469194312796,0.6790780141843972,0.6879432624113475,0.8469402079917342,0.7420275640058347,0.7757155072682461
38,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,8,0.7671800947867299,0.7180851063829787,0.7163120567375887,0.8454212618764179,0.7767969418037322,0.7777526281374175
39,Philadelphia,Median Income,bg,29555,Feat\&PC-RGNN,9,0.7654028436018957,0.7092198581560284,0.6826241134751773,0.839676781743447,0.7563754338312962,0.7305719028217896
40,Philadelphia,Median Income,bg,29555,LightGCN,0,0.8590047393364929,0.7269503546099291,0.6950354609929078,0.9419487432896836,0.7970675519340074,0.7741562295659172
41,Philadelphia,Median Income,bg,29555,LightGCN,1,0.8773696682464455,0.6950354609929078,0.74822695035461,0.9525954044158936,0.768308938182184,0.8144333786026859
42,Philadelphia,Median Income,bg,29555,LightGCN,2,0.8518957345971564,0.700354609929078,0.7198581560283688,0.9430690011455267,0.7729741964689906,0.8105729088074042
43,Philadelphia,Median Income,bg,29555,LightGCN,3,0.8536729857819905,0.7269503546099291,0.6773049645390071,0.9390343882662116,0.7964262361048238,0.7562999849102159
44,Philadelphia,Median Income,bg,29555,LightGCN,4,0.856042654028436,0.6702127659574468,0.7109929078014184,0.9464283708811572,0.7667748101202153,0.8053040591519541
45,Philadelphia,Median Income,bg,29555,LightGCN,5,0.856042654028436,0.7039007092198581,0.6843971631205674,0.9308837402574067,0.7802298677128916,0.7564634575725566
46,Philadelphia,Median Income,bg,29555,LightGCN,6,0.8773696682464455,0.700354609929078,0.7074468085106383,0.9447220132072505,0.775552034605905,0.7793119058397464
47,Philadelphia,Median Income,bg,29555,LightGCN,7,0.8684834123222749,0.7127659574468085,0.723404255319149,0.9369637362143708,0.7741059302851969,0.7883406267290378
48,Philadelphia,Median Income,bg,29555,LightGCN,8,0.8133886255924171,0.6950354609929078,0.7163120567375887,0.9277405606343074,0.782556209446205,0.7861651828378854
49,Philadelphia,Median Income,bg,29555,LightGCN,9,0.8785545023696683,0.6702127659574468,0.6950354609929078,0.9455593989353339,0.7451335445903124,0.747208389920024
50,Philadelphia,Median Income,bg,29555,Feat-LightGCN,0,0.9069905213270142,0.7039007092198581,0.6985815602836879,0.973803092922441,0.7940998943715105,0.763920325939339
51,Philadelphia,Median Income,bg,29555,Feat-LightGCN,1,0.9034360189573459,0.6950354609929078,0.7624113475177305,0.968448878057546,0.7760173029525678,0.8171746894019415
52,Philadelphia,Median Income,bg,29555,Feat-LightGCN,2,0.9040284360189573,0.7216312056737588,0.6968085106382979,0.9647568001617214,0.7818268698757609,0.7861651828378854
53,Philadelphia,Median Income,bg,29555,Feat-LightGCN,3,0.9052132701421801,0.7464539007092199,0.7216312056737588,0.960724994946205,0.7998717368341632,0.7860017101755445
54,Philadelphia,Median Income,bg,29555,Feat-LightGCN,4,0.92239336492891,0.7092198581560284,0.7535460992907801,0.9788975988859189,0.7759544288516674,0.8095417735526381
55,Philadelphia,Median Income,bg,29555,Feat-LightGCN,5,0.8957345971563981,0.7109929078014184,0.6968085106382979,0.9648480492351925,0.7785574166289422,0.7631029626276344
56,Philadelphia,Median Income,bg,29555,Feat-LightGCN,6,0.9324644549763034,0.7322695035460993,0.7411347517730497,0.97722984658925,0.7849831497409586,0.7929304360947638
57,Philadelphia,Median Income,bg,29555,Feat-LightGCN,7,0.9259478672985783,0.74822695035461,0.7446808510638298,0.972967812942207,0.7929178612745837,0.7976837181228308
