,urban_area,target_variable,macroentity,n_quantiles,num_datapoints,num_macroentities,num_bg,model_embeddings,trial,train_f1,val_f1,test_f1,train_to_test_f1,train_auc,val_auc,test_auc,train_to_test_auc
1861,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,1,0.8596228032576082,0.8518835616438356,0.6868250539956804,0.7494600431965442,0.9484596696929605,0.9410388735676123,0.7320568805284962,0.7494308214832233
1862,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,2,0.8411915987998285,0.8107876712328768,0.6393088552915767,0.7494600431965442,0.9200873100962635,0.892605436170955,0.6773970813272123,0.7494308214832233
1863,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,3,1.0,0.9571917808219178,0.7473002159827213,0.7494600431965442,1.0,0.9904704693771673,0.7670846862986602,0.7494308214832233
1864,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,4,0.8465495070724389,0.8493150684931506,0.6760259179265659,0.7494600431965442,0.9272964285171159,0.9250622711289506,0.7020490426603965,0.7494308214832233
1865,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,5,0.9309901414487785,0.8938356164383562,0.7019438444924406,0.7494600431965442,0.9810537281202,0.9649704041479701,0.7487963273989474,0.7494308214832233
1866,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,6,1.0,0.961472602739726,0.7429805615550756,0.7494600431965442,1.0,0.9893524712763988,0.7605717911394768,0.7494308214832233
1867,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,7,0.7788255465066438,0.776541095890411,0.6220302375809935,0.7494600431965442,0.9355030643125448,0.9192462538720356,0.7134512745866458,0.7494308214832233
1868,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,8,0.9982854693527646,0.9563356164383562,0.7473002159827213,0.7494600431965442,0.9998142783277826,0.9925304984420841,0.7681110737879298,0.7494308214832233
1869,Indianapolis,Median Age,tract,2,5834,193,463,Feat-LightGCN,9,0.9027003857693956,0.8707191780821918,0.6825053995680346,0.7494600431965442,0.9661425779764893,0.943408362079689,0.7221475758593662,0.7494308214832233
1870,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,0,0.9496356622374625,0.9006849315068494,0.7408207343412527,0.7494600431965442,1.0,0.9885287630420471,0.7691281304818423,0.7494308214832233
1871,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,1,1.0,0.9554794520547946,0.7365010799136069,0.7494600431965442,1.0,0.9896619307235587,0.7538349568917254,0.7494308214832233
1872,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,2,1.0,0.9443493150684932,0.7473002159827213,0.7494600431965442,1.0,0.9851504974105525,0.7635576456537156,0.7494308214832233
1873,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,3,0.7610372910415774,0.7696917808219178,0.6112311015118791,0.7494600431965442,0.9260379123135178,0.9126565879972209,0.6897417235845184,0.7494308214832233
1874,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,4,0.623446206600943,0.613013698630137,0.5032397408207343,0.7494600431965442,0.7268393479021246,0.7130082188788466,0.6207684843056022,0.7494308214832233
1875,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,5,0.8761251607372482,0.8587328767123288,0.652267818574514,0.7494600431965442,0.9561767188284137,0.9472037911816193,0.7145336468480573,0.7494308214832233
1876,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,6,0.7856836690955851,0.7868150684931506,0.6155507559395248,0.7494600431965442,0.9222904975896102,0.9257024274363105,0.7106986899563319,0.7494308214832233
1877,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,7,0.8523360480068581,0.8501712328767124,0.6565874730021598,0.7494600431965442,0.9567412024575329,0.9499145952604162,0.7028981450378831,0.7494308214832233
1878,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,8,0.9991427346763824,0.9443493150684932,0.7451403887688985,0.7494600431965442,0.9999876439010296,0.9898909913927799,0.7578938528720188,0.7494308214832233
1879,Indianapolis,Median Age,tract,2,5834,193,463,Feat\&PC-LightGCN,9,0.8964852121731676,0.8690068493150684,0.6760259179265659,0.7494600431965442,0.9558825486260019,0.9370811299517303,0.7110905833613257,0.7494308214832233
1880,Indianapolis,Median Age,tract,2,5834,193,463,RGNN,0,0.5752250321474497,0.571917808219178,0.5485961123110151,0.7494600431965442,0.9818064996882461,0.9577223784689038,0.7211025267793827,0.7494308214832233
1881,Indianapolis,Median Age,tract,2,5834,193,463,RGNN,1,0.9712816116588084,0.9443493150684932,0.7213822894168467,0.7494600431965442,0.995235488236994,0.984366230086133,0.7372448027469861,0.7494308214832233
1882,Indianapolis,Median Age,tract,2,5834,193,463,RGNN,2,0.963351907415345,0.9392123287671232,0.7170626349892009,0.7494600431965442,0.9934646691606978,0.982112030387704,0.7343522561863174,0.7494308214832233
1883,Indianapolis,Median Age,tract,2,5834,193,463,RGNN,3,0.9819974282040291,0.9503424657534246,0.7300215982721382,0.7494600431965442,0.9982302264397707,0.9871695686074629,0.7437017131340276,0.7494308214832233
1884,Indianapolis,Median Age,tract,2,5834,193,463,RGNN,4,0.9624946420917274,0.9417808219178082,0.712742980561555,0.7494600431965442,0.9927346138053744,0.9845877059649826,0.7287724405628335,0.7494308214832233
1885,Indianapolis,Median Age,tract,2,5834,193,463,RGNN,5,0.954564937848264,0.9238013698630136,0.7084233261339092,0.7494600431965442,0.9900076227625955,0.983110188800602,0.740156010898369,0.7494308214832233
1886,Indianapolis,Median Age,tract,2,5834,193,463,RGNN,6,0.951993141877411,0.9434931506849316,0.7192224622030238,0.7494600431965442,0.9906939565369465,0.984255492146708,0.7249561452618221,0.7494308214832233
